356,2735,0.3213
357,2564,0.3489
359,2893,0.31984
359,2525,0.31649
361,2870,0.518
362,2791,0.59809
361,2564,0.30371
363,2852,0.80112
363,2915,0.45822
364,2732,0.55599
364,2934,0.42062
365,2702,0.58167
365,2717,0.54408
365,2833,0.38399
365,2979,0.49846
366,3081,0.38574
367,2676,0.46153
367,2687,0.51862
365,2920,0.30122
365,3092,0.30822
368,2649,0.6523
368,2801,0.51976
368,3103,0.52807
369,2844,0.67641
369,2936,0.43905
369,2947,0.50964
369,3059,0.42247
370,2565,0.70695
371,2616,0.45058
370,3121,0.43189
371,2823,0.49452
371,3069,0.63267
372,2606,0.54468
372,2699,0.66107
372,2914,0.30455
372,2994,0.49986
373,2763,0.5733
374,2598,0.44161
374,2857,0.60237
374,2957,0.33034
374,3016,0.31883
374,3053,0.41039
374,3078,0.4402
374,3118,0.56273
373,2518,0.31612
374,2637,0.32112
376,2740,0.56003
375,2885,0.39121
376,2703,0.75894
377,2471,0.39454
377,3145,0.49701
378,2579,0.66039
378,2660,0.88956
379,2751,0.66668
378,2844,0.60591
378,2977,0.4906
378,2988,0.47408
380,2422,0.36858
379,2505,0.34051
379,2698,0.75487
379,2803,0.53063
380,2392,0.38233
380,2767,0.71788
380,3104,0.37357
381,3003,0.7205
381,3087,0.38445
383,2941,0.69148
382,3054,0.41727
383,2364,0.34206
383,2401,0.36314
383,2556,0.45703
383,2869,0.63657
382,3028,0.35747
384,2740,0.73156
384,2879,0.46072
384,2891,0.47719
385,2511,0.46198
385,2597,0.53544
385,2616,0.72503
385,2923,0.50768
384,3036,0.30805
386,2764,0.93339
386,2858,0.48008
387,2480,0.35105
387,2686,0.77092
387,2847,0.69661
388,2902,0.53493
387,2977,0.46783
387,2988,0.64934
388,2372,0.38987
388,2504,0.38982
387,2963,0.32078
388,3014,0.58305
388,3053,0.55999
389,2473,0.39224
389,2548,0.62004
389,2773,0.74015
389,2935,0.74834
389,3035,0.49033
390,2303,0.51988
391,2578,0.90653
390,2753,0.64284
392,2406,0.44583
391,2452,0.49976
391,2613,0.76425
392,2925,0.62378
392,2434,0.55158
392,2440,0.53609
392,2532,0.82249
393,2821,0.94791
392,2870,0.46703
392,3116,0.72553
392,3134,0.48004
392,3145,0.80353
393,2459,0.53047
393,2603,0.66274
393,2655,0.98064
393,2990,0.78297
393,3008,0.70694
394,2246,0.37623
394,2617,0.72727
394,2909,0.67093
394,3023,0.53919
394,3083,0.55784
392,3096,0.31187
394,3107,0.46543
394,2269,0.31429
396,2681,0.74375
395,2797,1.088
395,3034,0.6103
396,2313,0.57692
396,2549,0.78127
396,2999,0.68725
397,3046,0.71088
396,3078,0.5951
397,2562,0.62258
397,2815,0.91206
397,2973,0.34831
397,3094,0.38095
398,2767,0.72583
398,2931,0.7837
399,2706,1.1815
399,2890,0.4105
399,2940,0.73278
399,3054,0.96738
401,2460,0.51041
400,2499,0.51233
400,2684,0.72303
400,2726,0.86212
400,2736,1.0019
401,2271,0.30843
401,2285,0.38382
401,2322,0.55057
401,2427,0.6213
401,2470,0.35138
401,2664,0.95115
401,2991,0.82048
402,3010,0.88916
402,2298,0.55274
402,2481,0.49622
402,2757,0.5729
402,2827,0.91133
402,3129,0.41722
403,2417,0.52054
403,3064,0.52442
403,3118,0.81725
404,2278,0.32613
404,2312,0.67237
405,2384,0.64176
404,2405,0.45451
404,2440,0.75372
404,2634,0.93867
404,2655,0.8316
404,3084,0.5241
404,3137,0.54144
405,2557,0.84466
405,2874,0.72158
405,2899,0.6092
405,2949,0.82199
405,3076,0.60112
406,3108,0.57675
406,2601,0.78019
406,2688,0.66088
407,2815,0.80643
407,2857,0.89276
408,2520,0.47154
408,2530,0.56156
409,2541,0.57375
408,2773,0.83447
408,3034,0.99795
409,2138,0.43591
409,2499,0.42598
409,2837,0.83717
409,2984,0.76552
410,2715,1.0223
410,2784,0.8943
410,2845,0.76558
410,2928,0.83028
411,2333,0.67441
411,2596,0.87776
411,2691,0.6761
411,2767,0.79042
411,2818,0.85438
411,2867,0.63767
411,3046,0.70831
412,2313,0.8114
412,2445,0.77522
412,2488,0.61866
412,2620,0.81809
412,2640,0.93906
412,2673,0.66962
412,2797,0.74309
412,2807,0.96663
412,2937,0.85183
413,2479,0.6544
413,2702,0.88517
413,2729,0.71415
413,2888,0.54321
413,3003,0.79441
412,2220,0.30763
414,2429,0.50403
415,2588,0.80228
414,2649,0.83539
414,2685,0.63602
414,3024,0.58769
414,3063,0.53754
414,3139,0.42932
415,3085,0.74695
415,3095,0.70677
416,2150,0.60002
416,2971,0.70162
417,2263,0.34892
417,2285,0.33393
417,2559,0.66932
418,3118,0.78937
418,2045,0.36362
417,2169,0.33379
418,2310,0.78794
418,2395,0.73117
418,2406,0.58111
417,2466,0.38084
418,2535,0.55051
418,2576,0.5442
418,2623,0.78759
418,2857,0.70377
418,3045,0.6584
419,3106,0.88109
419,2069,0.4012
419,2116,0.55495
419,2252,0.39348
419,2303,0.66778
419,2351,0.72129
419,2764,1.1454
419,2834,0.89131
419,2867,0.71637
419,2921,0.7882
419,2959,0.81934
419,2981,0.82349
420,2526,0.59409
420,2807,0.9723
420,2887,0.63713
420,2910,0.54576
420,2930,0.8732
420,2939,0.98919
420,3135,0.52068
421,2221,0.5023
421,2491,0.55102
421,2512,0.59408
421,2721,1.0764
422,2482,0.72951
422,2816,0.89773
422,3125,0.73612
422,2208,0.30632
423,2440,0.79503
423,2827,0.83949
423,3081,0.75349
424,2313,0.78008
424,2450,0.76612
424,2506,0.58708
425,2971,0.56827
424,2993,0.74428
425,3005,0.55018
425,3037,0.49517
425,3144,0.45337
426,2015,0.52839
426,2188,0.49879
426,2624,0.76675
426,2650,0.72585
426,3075,0.70906
426,3113,0.91299
427,2006,0.5219
427,2574,0.4989
427,2583,0.60464
427,2682,0.8469
427,2934,0.9804
427,3020,0.41551
428,2056,0.48523
428,2078,0.58128
428,2370,0.7117
428,2415,0.8153
428,2985,0.79607
429,2066,0.47311
429,2132,0.86247
429,2282,0.47234
429,2355,0.75239
429,2511,0.74805
429,2564,0.68288
429,2732,0.64301
430,2869,0.79981
430,3105,1.0126
430,2157,0.82926
430,2338,0.6027
431,2545,0.58201
430,2792,0.80126
430,2955,0.94251
429,2168,0.30182
431,2556,0.627
431,2913,0.70041
431,2979,0.63831
431,3063,0.58855
431,3154,0.42302
432,2136,0.82492
432,2264,0.47411
432,2495,0.34689
432,2629,0.60938
432,2718,0.84904
432,2770,0.68775
432,2824,0.9942
432,3005,0.63942
433,2088,0.32927
433,2735,0.66145
434,1964,0.45097
434,2222,0.38483
434,2390,0.77732
434,2444,0.8287
434,2641,0.75406
434,2676,0.95874
434,2801,0.64971
434,3027,0.44702
435,2126,0.77309
435,2294,0.82349
435,2325,0.83145
436,2727,0.7301
435,3051,0.66109
435,3081,0.81168
436,1989,0.49892
436,2026,0.48747
436,2076,0.48999
436,2099,0.56523
436,2417,0.97251
436,2483,0.60563
435,2608,0.36603
436,2622,0.66945
436,3136,0.49956
437,1956,0.48629
437,2016,0.56584
437,2179,0.48188
437,2190,0.66607
438,2397,0.81136
437,2706,0.60338
437,2994,0.68639
438,2409,0.8696
438,2664,0.91451
438,2850,0.65198
438,3072,0.66192
438,3146,0.54851
439,2103,0.67795
439,2264,0.58763
439,2553,0.77536
437,2574,0.34148
439,2588,0.53407
439,2825,0.99378
439,2834,0.80624
439,2974,0.92283
439,3005,0.66109
440,2149,0.75715
440,2375,0.96898
440,2924,0.94574
440,2955,0.87959
440,2963,0.86968
441,2156,0.79719
441,2277,0.36168
441,2285,0.50779
441,2297,0.65797
441,2366,0.88407
442,2420,0.82678
441,2772,0.66522
441,2781,0.7814
441,2857,0.87516
441,2878,0.85435
441,2890,0.91586
442,2254,0.58415
443,2613,0.50232
442,2801,0.84244
442,2912,0.90478
442,2942,0.7951
443,2325,0.98469
443,2481,0.70971
443,2489,0.66989
443,2690,0.8577
443,2705,0.69735
443,2846,0.67919
443,2997,0.73338
443,3120,0.77044
444,1891,0.52847
444,2116,0.82633
444,2127,0.81548
444,2227,0.40138
444,2734,0.82535
444,2869,0.73867
444,3062,0.90128
445,2629,0.77873
445,2727,0.81597
445,2768,0.62929
446,2901,0.85834
446,2932,0.91942
446,1917,0.48826
446,1976,0.61064
446,2201,0.45039
446,2571,0.52237
446,2662,0.95661
446,2815,0.76562
447,1962,0.61791
447,1998,0.82448
