498,863
506,892
510,917
513,953
513,816
521,991
526,844
531,1058
532,878
530,1031
538,907
540,1124
545,945
548,972
548,1161
552,1193
554,1002
555,1224
559,1032
559,809
561,877
562,1067
565,851
565,1256
563,1288
567,906
570,1103
572,1321
573,1137
574,944
578,1169
578,1352
581,1205
582,1382
583,981
586,1017
586,1416
587,1237
588,835
589,1047
593,866
593,1449
595,1268
597,1082
598,898
598,1477
599,1300
601,1117
603,931
603,1330
603,1513
606,1147
606,1541
609,1361
610,961
612,991
612,1181
613,1577
615,1396
617,1213
617,1608
619,1028
620,848
620,1244
622,1432
622,1642
624,1060
624,1461
626,876
627,1280
628,1668
631,1097
632,910
633,1310
633,1493
634,1128
635,942
636,1704
638,1525
638,1733
639,1163
639,1340
642,974
642,1556
643,1374
644,1196
648,1008
649,1224
649,1408
649,1592
650,1625
650,1801
652,1038
653,1258
654,1437
655,856
655,1833
656,1073
657,1659
658,811
659,1471
660,890
660,1288
660,1864
661,1713
662,1686
663,1105
663,1505
665,1320
665,1897
668,923
669,1142
669,1538
669,1935
671,953
672,1352
673,1171
673,1745
673,1964
674,1566
676,989
677,1780
678,1388
679,1202
680,833
681,1810
681,1998
682,1423
682,1601
682,1627
685,1021
683,1046
683,1233
684,2034
685,869
685,1657
686,1454
686,2016
687,1263
687,1848
689,2063
691,1881
692,1084
693,898
693,1480
693,1692
694,2087
696,1118
696,1298
697,1514
696,2122
698,1915
699,937
700,1331
700,1725
701,1546
702,1949
704,1151
705,1365
705,1757
706,966
707,1180
707,1579
707,2154
709,1394
710,993
710,1791
710,2009
711,1612
711,1974
712,1212
714,1050
713,2190
715,1826
716,1022
716,1427
717,1459
718,2039
718,2222
719,1243
719,1649
719,1862
721,1676
721,2071
722,878
723,849
723,1275
723,1891
724,1091
724,1488
724,2252
726,1309
726,2284
727,1702
728,916
728,1924
728,2097
731,1124
732,1526
732,2131
733,1737
733,2310
734,947
734,1957
735,1158
735,1343
735,1559
737,972
737,2346
738,2389
739,1380
739,1771
739,1991
739,2166
741,1188
741,1589
742,1805
742,2198
743,1000
743,1406
744,1621
744,2414
743,809
745,1226
745,2021
746,836
747,1439
748,858
748,1042
749,1839
749,2230
749,2448
751,1658
751,1864
751,2052
752,891
753,1075
753,1253
753,1469
754,2255
755,1289
755,2481
756,1501
757,1106
757,1689
757,2080
758,1901
758,2287
759,1320
760,1723
760,2508
761,927
762,1138
762,2112
762,2315
763,1928
763,2537
764,1535
764,1752
765,959
766,1351
766,2148
767,1167
768,988
769,1965
769,2357
769,2393
769,2700
771,1570
771,1783
772,1199
772,1380
772,2579
773,2002
773,2186
774,1023
774,2605
775,837
775,1601
773,805
776,1416
777,1630
777,2424
778,1817
779,1224
779,2030
779,2639
781,869
780,1055
780,1849
781,1447
781,2213
782,899
782,1258
782,1665
784,2062
784,2459
785,1477
785,2244
786,1296
788,1883
787,2096
788,1089
788,1700
788,2272
789,1386
789,2486
789,2705
791,2682
792,1118
792,1514
792,1911
792,2300
792,2339
792,2516
793,935
793,2653
794,1151
794,1330
795,2126
795,2740
796,1731
798,2549
799,1762
799,1947
800,968
800,1359
800,1549
801,2159
801,2775
803,1183
803,2375
804,821
804,1003
804,1581
804,1981
804,2403
804,2585
805,1391
806,1796
807,1215
807,1610
807,2193
808,2223
808,2805
809,2012
810,1035
810,1247
811,1832
812,850
813,1645
812,2625
813,2041
813,2438
813,2835
814,884
814,1066
814,1452
815,2688
816,1279
816,1423
816,1863
817,2862
817,2076
817,2253
817,2656
818,1676
818,2462
819,1098
821,1127
820,1708
820,1892
820,2495
821,1492
821,2278
822,1309
822,2307
822,2902
823,919
823,1521
823,1929
823,2717
826,945
826,1740
826,2105
826,2532
828,1342
828,2346
829,1158
830,2567
829,2931
830,979
831,1556
831,1770
831,1959
832,2141
831,2380
832,1376
832,2751
832,2959
833,1193
834,1590
834,2175
835,2780
837,1013
837,1410
837,1804
838,1992
838,2991
839,2599
840,2414
840,2806
841,1442
841,1618
841,2205
842,1049
842,2025
840,934
843,1221
843,1834
843,2631
843,3024
844,2235
844,2444
844,2843
846,1654
846,2056
847,1255
847,2664
848,1081
848,1869
849,1287
849,1473
849,2876
850,3062
851,1684
853,1504
853,1903
853,2262
853,2478
854,1113
854,1713
855,2090
854,2296
854,2699
854,2913
854,3087
855,2509
856,1140
856,1320
858,1939
858,2120
859,1534
859,2947
860,1351
860,1747
860,2327
860,2734
861,3124
862,1172
862,2152
862,2540
863,2764
863,3147
864,2569
865,1388
865,1567
866,2981
867,1205
867,1778
867,1968
867,2362
869,1601
869,2797
870,1419
870,2181
871,2395
872,1816
872,3006
873,1235
874,1999
873,2608
874,1267
874,2427
874,2824
875,1635
875,2213
875,2641
876,1847
878,1665
877,2036
877,3038
878,1453
875,3183
879,1879
880,2246
879,2858
879,3071
880,1487
880,2675
881,2461
882,2067
883,1301
884,1698
884,2097
884,2279
884,2896
884,3107
885,2708
886,1519
886,2491
889,1915
889,1334
889,2130
889,2310
890,1548
890,1733
891,1947
891,2742
891,2924
891,3132
892,2520
893,2342
894,1370
894,2163
894,3164
895,1769
895,2958
896,2554
896,2776
897,1583
898,1978
898,2990
899,1798
899,2373
900,550
900,2589
901,1404
901,1614
901,2015
902,2193
902,2803
903,583
899,644
903,1436
905,1832
905,2618
906,1645
906,2221
906,2407
907,2434
907,3022
908,2648
908,2840
910,1468
910,2043
910,3053
911,611
911,2254
912,1678
912,2871
913,2067
914,650
914,1863
914,3087
915,1497
915,2287
916,1888
916,2470
916,2684
917,1710
919,1923
919,2104
919,2503
920,2903
920,675
920,3117
921,1525
922,1747
922,2319
922,2718
922,3139
924,712
924,2532
924,2934
925,1560
925,1958
925,2138
926,2349
927,691
927,2750
928,1778
929,2784
928,2964
929,1588
929,2166
930,1988
930,2570
932,751
932,1810
933,564
934,2385
934,2598
935,2198
935,3003
936,598
936,1626
936,2019
936,2817
938,781
938,1843
938,2419
940,1659
940,2056
941,2455
941,2633
941,3027
942,626
942,1687
942,1875
942,2228
942,2849
942,3060
944,812
944,2266
945,2664
946,2089
947,838
949,1722
949,2876
949,3092
950,1912
950,2119
950,2487
951,874
951,2300
953,660
954,2699
953,689
953,2911
954,1945
954,2514
954,3123
955,1755
955,2150
956,2332
953,3184
956,2730
957,906
958,2544
959,726
959,2762
959,2951
959,3150
960,1972
961,1787
962,572
962,931
962,2584
962,2798
963,2183
963,2365
963,2984
964,2002
966,634
965,1823
965,2398
966,760
967,964
968,2030
968,2215
970,794
970,2610
969,2831
970,610
970,1854
970,3013
972,823
973,996
973,2065
973,2859
974,2432
974,2650
974,3040
975,1888
976,2246
976,2464
978,1034
978,2277
979,851
979,2681
979,2894
980,3076
981,2097
982,671
982,1068
982,1925
982,2493
984,2133
984,2306
984,2716
984,3108
985,915
986,706
986,885
987,1953
987,2527
988,1097
988,2342
988,2927
988,3138
990,1981
990,2169
990,2749
991,739
992,1127
992,2555
993,946
994,2375
993,2963
994,551
995,1158
996,2013
996,2197
996,2808
997,580
998,774
998,980
998,2583
998,2984
999,2223
999,2406
1002,803
1002,1194
1002,2618
1002,2836
1003,616
1003,2046
1003,2436
1004,3018
1005,2259
1006,2775
1006,1014
1007,2470
1007,2654
1008,1227
1008,2076
1009,2870
1009,3053
1010,838
1010,861
1010,1044
1011,2293
1011,643
1011,2114
1011,2688
1010,3190
1012,3088
1013,2901
1014,888
1014,1260
1014,2502
1015,676
1015,1076
1016,2324
1016,2722
1017,1292
1017,2934
1018,3118
1019,712
1019,2146
1020,1107
1020,2536
1021,532
1021,922
1021,2756
1022,2358
1023,2178
1023,2976
1024,1325
1025,562
1025,2570
1026,747
1027,1147
1028,954
1029,778
1029,2208
1029,2390
1029,2790
1030,989
1030,1172
1030,2423
1030,2601
1031,3005
1030,3146
1031,1360
1032,593
1033,2239
1033,2822
1034,1205
1034,2632
1035,1395
1036,813
1036,1055
1037,627
1037,2850
1038,1027
1038,3036
1039,655
1039,1238
1039,1431
1039,2268
1039,2454
1040,2664
1042,2484
1042,844
1043,2695
1043,3063
1044,876
1045,2881
1046,3100
1046,1269
1046,1456
1046,2305
1046,2518
1047,688
1047,903
1048,1085
1048,2913
1050,2728
1050,3131
1051,1303
1051,2331
1053,722
1053,1121
1053,1493
1054,938
1054,1521
1054,2368
1054,2548
1054,2763
1054,2939
1055,1149
1056,547
1056,1335
1058,753
1058,2580
1059,579
1059,971
1059,1553
1059,2396
1059,2797
1059,2977
1060,2608
1059,3204
1061,1181
1065,1003
1065,1369
1065,1581
1065,2431
1065,2642
1065,2825
1066,612
1066,3006
1066,3153
1067,1213
1068,820
1068,1399
1069,785
1069,2464
1070,1030
1070,2860
1071,641
1071,1431
1071,3041
1073,1624
1074,674
1074,853
1074,1250
1074,2675
1074,2893
1074,3073
1075,883
1075,2500
1076,2710
1077,1065
1078,1281
1078,1462
1078,1660
1079,1682
1080,2741
1080,710
1082,917
1081,1099
1081,1494
1081,2524
1082,1311
1084,1713
1084,2924
1085,523
1085,740
1086,1132
1086,2559
1086,2957
1086,3102
1088,986
1088,1344
1089,553
1089,950
1089,1160
1089,1527
1089,1745
1090,773
1090,2777
1091,2592
1092,1381
1092,2805
1093,2990
1093,585
1095,805
1094,1561
1094,1769
1095,2841
1096,1190
1096,2623
1098,612
1098,1011
1098,1414
1098,3023
1099,1595
1100,3189
1101,1228
1101,1629
1101,2654
1103,837
1103,1046
1103,1807
1104,650
1104,1439
1104,2687
1104,2873
1105,987
1105,1468
1106,3053
1107,3088
1108,684
1107,867
1107,1078
1107,1261
1107,1661
1107,1844
1110,2901
1110,3123
1111,894
1111,1826
1113,1108
1113,1296
1113,1692
1113,1872
1113,2721
1114,724
1114,1508
1115,930
1115,2755
1115,2935
1116,526
1116,1723
1117,3151
1118,1143
1118,1322
1118,1903
1120,560
1119,751
1119,962
1120,2969
1121,1541
1116,2617
1122,1355
1123,1930
1122,2789
1124,595
1124,779
1124,1756
