380,2918
381,2735
383,3086
383,3143
384,2691
385,3061
386,2977
386,3109
385,2735
387,3042
388,3013
388,3130
389,2882
389,2898
389,2915
389,3022
389,3178
390,3286
391,2855
391,2866
391,3144
389,3298
392,2784
392,2826
392,2988
392,3310
393,2873
393,3034
393,3132
394,3264
394,2736
394,2849
396,2946
395,3108
395,3274
395,3328
396,2779
396,3194
397,2792
397,2837
398,3200
398,2686
399,2771
399,3011
399,3048
400,3078
399,3154
398,3217
399,3284
399,2813
400,3209
401,2883
402,2923
402,2979
402,3355
403,2632
403,2740
403,2751
403,2934
403,3034
403,3187
404,2584
404,2673
404,2878
404,2990
404,3271
405,2552
405,2953
406,3043
405,3311
406,3293
407,3204
407,3258
406,2519
408,2561
408,2727
408,3060
407,3230
410,2523
409,2923
409,3071
409,3084
410,2586
410,2770
410,2978
410,3118
411,2679
411,2718
411,3285
412,2646
412,2949
412,3037
412,3175
412,3188
413,2865
413,3258
414,2674
414,2958
414,3096
414,3132
413,3161
414,3215
415,3050
416,2457
416,2531
416,2637
417,2750
416,2935
417,2567
417,2616
417,2788
417,3062
418,3120
418,2603
418,2701
418,2804
418,3324
418,3343
418,3355
419,2597
419,2623
419,2777
419,2832
419,2963
419,3009
419,3190
420,2396
420,2742
420,2792
420,3103
420,3225
420,3289
419,3303
420,3314
420,2420
421,3236
422,2468
422,2719
422,2983
422,2996
422,3199
423,3249
423,3284
423,2733
423,3003
423,3126
423,3171
424,2435
425,2953
425,3083
425,3136
425,3258
426,2665
426,2862
426,2886
426,2908
427,2423
428,2439
428,2477
428,2647
427,2842
427,2919
427,3300
428,2590
428,2635
428,2756
428,2798
428,3016
428,3059
428,3211
429,2452
429,2484
429,2623
429,2656
429,2941
429,3338
430,2578
430,2603
430,3326
431,2430
431,2466
432,2543
431,2566
431,2810
431,2832
431,3290
431,3347
432,3066
432,3093
432,3146
432,3267
433,3315
433,2723
433,2775
433,3191
433,3281
434,3003
434,3047
434,3237
435,2688
435,2699
435,2711
436,2281
436,2666
437,2897
436,3015
436,3026
436,3152
436,3184
437,2964
437,2970
437,2994
437,3035
437,3123
438,2489
438,2694
438,2796
438,2872
438,3006
438,3059
438,3088
438,3249
439,2468
439,2608
439,2654
439,2816
439,2852
439,2983
439,3133
440,2645
440,2883
440,2911
440,2940
440,3203
440,2368
441,2770
441,2784
441,2826
441,3226
441,3348
442,2589
442,2761
442,3267
442,3291
443,2294
443,3095
443,3169
444,2438
444,3248
444,3301
445,2204
443,2313
445,2414
445,2555
445,2566
445,2631
445,2730
445,2749
445,2797
446,3326
446,2181
446,2507
446,2704
446,3048
447,3313
447,2255
447,2402
447,2457
447,2548
448,2883
447,2949
447,3023
447,3116
447,3180
448,3337
448,2695
448,2994
448,3104
448,3125
448,3136
448,3155
448,3344
449,2370
449,2640
449,2657
449,2680
449,2903
449,3079
450,2648
451,2986
450,3004
451,3017
450,3192
451,2467
451,2603
451,3059
451,2356
452,2614
452,2710
452,3073
452,3169
453,3287
453,2674
453,3205
454,3240
453,3354
454,2149
454,2756
454,2799
454,2827
455,3221
454,3280
454,3320
455,2139
455,2746
455,2861
455,2885
455,3130
456,2192
456,2216
457,2435
456,2479
456,2528
456,2576
456,2852
456,3184
457,2202
457,2274
457,2335
457,2678
457,2735
458,3312
458,2301
459,2402
458,2494
458,2916
458,3152
459,2152
459,2715
459,2978
459,3178
459,3207
459,3267
460,2279
460,2414
460,2514
460,2727
460,3062
460,3107
460,3364
461,2662
461,2899
461,2955
461,3013
462,2228
462,2855
463,2987
462,3126
462,3174
462,3350
463,2094
463,2287
463,2370
463,2607
463,2817
463,3220
463,3229
464,2268
464,2319
464,2447
464,2480
464,2888
464,2910
465,2121
465,2159
465,2214
465,2238
465,2579
464,2782
465,2797
465,3287
465,3345
466,2086
466,2150
466,2324
466,2336
466,3194
466,3254
467,2557
467,2570
467,2842
467,3013
467,3040
467,3277
467,3356
468,2415
468,2724
467,2746
468,2761
468,3023
468,3173
468,3205
468,3301
469,2293
469,2534
469,3119
469,3161
470,2300
470,2438
470,2451
470,2524
470,2868
470,2957
470,2967
470,3048
470,3070
470,3083
471,2400
471,3106
471,3138
472,3198
472,2480
472,2516
472,2582
472,2647
472,2655
473,2787
472,2989
472,3036
471,3225
472,3328
473,2269
473,2376
473,2916
473,3266
474,2257
474,2557
474,2742
475,2954
474,3060
474,3095
475,2044
475,2347
475,2804
475,2872
475,2909
475,3127
475,3319
476,2107
477,2160
476,2339
477,2783
476,2840
476,2853
476,3003
477,2090
477,2133
477,2427
478,3297
478,2316
478,2592
478,2750
478,3339
478,3352
479,2020
480,2204
481,2721
479,3057
479,3088
479,3172
479,3266
479,3284
480,2581
480,2813
481,3209
481,2294
481,2329
481,2405
481,2487
481,3132
481,3154
481,3166
481,3199
482,2139
482,2390
482,2523
482,2694
483,3104
482,3123
482,3220
483,1973
483,2053
483,2272
483,2286
483,2667
483,2935
483,2990
483,3066
483,3143
483,3270
484,2207
484,2841
484,2872
484,3003
485,1990
485,2045
485,2106
485,2809
485,2978
487,2251
486,2603
486,2649
486,2948
487,2086
487,2545
487,2612
487,2626
487,2784
487,2829
487,2862
487,2901
487,2914
487,2970
488,3023
487,3048
488,2033
488,2330
488,2478
488,2503
488,2568
488,2579
488,2766
