155,267,0.63959
156,275,0.54985
158,284,0.46058
159,295,0.50435
161,307,0.35058
163,261,0.87755
165,272,0.80226
165,327,0.48221
166,280,0.61387
169,293,0.64771
170,360,0.53626
171,301,0.62382
171,368,0.37785
172,311,0.64164
173,320,0.51938
173,379,0.60064
174,264,0.57801
174,272,0.8287
174,330,0.62392
174,389,0.40943
176,281,0.86796
176,341,0.47309
175,399,0.32072
178,293,0.80543
178,352,0.61116
178,409,0.49054
179,362,0.78315
179,418,0.45403
180,373,0.63975
181,304,0.65464
181,428,0.46751
182,315,0.83426
182,383,0.64316
182,438,0.46823
183,259,0.83305
183,324,0.70992
184,268,0.84502
184,392,0.43964
185,335,0.96066
184,449,0.35954
185,458,0.40581
186,278,0.82119
186,287,0.97901
186,403,0.83839
187,346,0.67683
187,412,0.7438
187,468,0.50241
188,477,0.3605
189,298,0.78946
189,356,0.56588
189,422,1.0435
190,307,0.7998
190,365,0.77672
190,488,0.56844
191,432,0.6153
191,498,0.74092
192,262,1.0772
192,318,0.79314
192,376,0.76003
192,386,0.84149
192,443,0.7571
193,328,1.0301
193,452,0.5623
194,509,0.62371
194,271,0.87363
194,396,0.76568
195,516,0.42133
196,282,0.99983
196,339,0.84903
196,406,0.62922
196,462,0.73293
196,527,0.63355
197,292,0.78433
197,349,1.1173
197,472,0.52023
198,301,0.6997
198,536,0.50151
199,360,0.92451
199,415,0.52525
199,425,0.65147
199,482,0.58946
200,312,0.82538
200,371,0.86287
200,493,0.68695
201,436,0.67761
201,503,0.61235
201,557,0.46591
202,322,0.75763
202,380,0.82378
203,390,0.93985
203,445,0.67991
203,513,0.57072
203,568,0.55298
204,266,1.0248
204,333,0.71015
204,456,0.52228
205,276,0.73538
205,399,0.90326
205,522,0.81144
205,579,0.39562
206,342,1.0265
206,466,0.72402
206,588,0.48123
207,353,0.8969
207,409,0.76303
207,476,0.91515
207,530,0.84519
207,599,0.64871
208,286,0.68014
208,295,0.94682
209,306,1.1195
209,362,0.86793
209,418,0.99982
209,485,0.87241
209,539,0.41088
209,609,0.66099
210,372,0.98204
210,430,1.0187
210,551,0.74155
211,258,0.76149
211,382,0.72502
211,495,0.79571
211,505,0.73835
211,560,0.87431
211,618,0.83818
211,629,0.56669
212,269,0.79748
212,324,1.2144
212,440,0.86387
213,316,0.55732
213,450,0.78988
213,572,0.71082
213,638,0.48761
214,391,0.68867
215,278,1.1577
215,336,0.90851
215,346,0.92694
215,402,0.66783
215,458,0.6701
215,523,0.74688
215,582,0.76836
215,646,0.44567
216,469,0.77943
216,657,0.43407
217,291,0.81381
217,356,0.74459
217,412,0.9102
217,534,0.74704
217,592,0.79033
218,478,0.54445
218,544,0.8278
218,602,1.041
218,667,0.61519
219,299,0.6946
220,308,0.66261
220,365,0.82934
220,431,0.69776
220,489,0.97099
220,554,0.93167
220,611,0.52849
220,622,1.2271
221,375,0.9088
221,422,0.58392
221,441,0.6896
221,500,0.92623
221,678,0.67683
222,317,0.58617
222,385,0.7496
222,565,0.79367
223,326,0.86562
223,452,0.86658
223,510,1.0309
223,575,1.0646
223,630,1.0457
223,687,0.58454
224,262,0.79871
224,272,0.8852
224,338,0.68574
224,395,0.72723
224,518,0.93094
224,640,0.96232
224,697,0.73179
225,283,0.86364
225,405,0.87845
225,461,0.92689
225,527,1.0945
225,586,1.0027
