635,2351,1.2273
645,2234,0.5911
647,2404,0.74115
655,2296,0.65126
663,2187,0.54988
665,2271,0.7872
665,2352,0.91733
674,2331,0.82154
677,2163,0.43562
678,2244,0.75809
681,2397,0.81327
688,2304,0.47765
688,2377,1.1706
693,2035,1.0165
695,2444,0.98324
697,2274,0.62156
702,2007,0.63162
702,2098,0.77313
702,2183,0.67201
703,2344,0.4277
708,2414,1.1924
711,2073,0.85666
717,2314,0.97738
717,2391,0.7017
719,2139,1.2434
722,1971,0.65231
722,2220,0.7493
724,1876,0.9149
726,2369,0.63889
729,2452,0.53982
729,2283,0.49163
730,2027,0.70448
732,1946,0.63006
733,2108,0.90728
736,2184,0.84337
737,2344,1.0053
738,1766,0.60879
739,2004,0.60511
740,2480,0.8428
741,1917,0.81134
742,1829,0.91296
744,2245,1.0884
746,2077,0.61425
749,2400,1.3469
750,2312,0.56207
752,1730,0.59127
752,1975,0.74545
753,1890,0.90696
753,2139,0.77106
757,2049,0.74786
758,2209,0.92725
761,2371,0.71433
762,1777,0.63003
763,2277,0.8672
765,1948,0.57195
766,1706,0.79548
766,2110,0.71109
767,2020,1.0547
768,1858,0.83927
770,1924,0.76902
770,2343,0.65518
772,2180,0.82551
775,2250,0.76218
777,2082,0.52423
778,1743,0.76672
779,1994,0.60488
781,1820,0.51626
784,2148,0.58977
784,2228,0.69887
785,2311,0.97258
786,2060,0.80376
791,1967,0.84124
794,2202,0.72247
795,1874,0.42679
795,2287,0.45389
797,1785,0.41037
800,1621,0.75961
798,2276,0.31765
802,2107,0.93584
803,1688,1.1254
803,1936,0.83212
803,2180,0.77981
800,2268,0.31014
807,2254,0.35994
808,1757,0.68314
809,2006,0.67052
810,1474,0.40459
811,1833,0.65977
812,2084,1.1564
815,2155,0.49966
816,1907,1.0838
819,1980,0.75062
820,2227,0.82076
822,1808,0.91679
823,1730,1.098
824,1566,1.0083
824,1884,0.62074
824,2054,0.61322
827,2125,0.76524
829,1634,0.69051
825,2577,0.32168
833,1541,0.64377
833,1778,0.81451
834,1702,1.0114
835,1608,0.78876
835,2028,1.0435
835,2192,0.72753
837,1451,0.81881
837,1858,0.57742
837,2097,1.3916
840,1762,0.86218
840,1932,0.70918
842,2574,1.0065
843,2003,1.2296
847,2166,0.77739
848,1832,0.84845
849,2071,0.68847
850,1669,0.93126
850,1733,0.66919
851,1576,0.91062
851,1899,0.79501
851,2551,1.4771
858,1398,0.83747
859,1554,0.88433
858,2140,0.60041
858,2462,1.3116
858,2530,1.0789
859,1807,0.89201
860,1481,1.1232
860,1638,1.0745
860,1970,0.59386
861,1880,0.61374
861,2042,0.66695
862,1711,0.949
863,2602,1.7026
864,1311,1.0179
864,2442,1.3115
870,2016,1.1757
871,1458,0.819
871,1529,0.9286
872,1777,0.80337
872,1940,0.64773
874,1851,0.67859
874,2417,1.2221
875,2574,1.1223
876,1607,0.67049
876,2090,0.89994
877,1286,1.3935
878,1677,0.98122
879,1347,0.85702
883,1499,1.015
883,1756,0.74975
884,1909,0.82664
884,1988,1.0441
885,1429,0.79814
885,2545,1.8831
887,1263,1.2326
888,1653,1.0414
888,1816,0.77324
888,2473,1.594
890,1577,0.74168
891,1325,0.84473
891,1730,0.99054
893,2056,1.268
895,2370,0.89915
896,1882,0.64467
897,1794,0.89493
899,2591,1.354
900,1628,1.4702
900,1708,1.1189
900,1949,0.43846
902,1545,1.1222
902,1391,0.64154
901,1215,0.70522
903,2032,0.74459
906,1772,0.99922
906,2498,1.4678
907,2341,0.82116
907,2567,1.4176
908,1448,1.2914
908,1854,0.94212
908,1991,0.50793
910,2414,1.1124
913,1266,0.82588
913,1598,1.0296
914,1684,1.1554
916,1207,1.2132
916,1511,1.2144
917,2644,1.3764
917,1358,0.32064
920,1830,0.92652
920,1906,0.61868
921,2539,1.6083
923,1655,1.1287
925,1732,0.85449
926,1246,0.88223
926,1568,0.39097
926,2614,0.96372
927,1977,1.5106
928,1330,0.89704
930,2439,1.5451
931,1479,0.98203
932,2288,1.1307
932,1801,0.78622
933,1392,1.3239
933,2357,1.1835
934,1875,0.62864
935,2514,1.2081
937,1087,0.47985
937,1158,1.023
937,1626,1.1066
937,2585,1.4543
938,1307,1.0877
938,1950,0.62107
940,1368,0.78906
940,2655,1.2907
941,1533,0.8143
942,1449,0.97038
942,2264,0.98827
943,1214,1.0665
943,1687,0.92107
944,1849,0.62453
945,1770,1.0203
945,2336,0.75661
946,1138,1.2422
947,1282,1.2938
949,1595,0.8185
949,2400,1.3222
950,1922,0.88598
952,2240,1.0508
953,2310,1.0701
954,2552,1.0947
955,1035,1.0752
955,1189,1.054
955,1745,0.81174
955,2625,1.3103
956,1662,1.0253
958,1334,1.0595
959,2460,0.86209
960,1253,0.83255
960,1813,0.96093
961,2214,1.5092
962,1485,1.024
963,1569,0.85877
964,2282,1.1056
963,2365,1.335
964,2601,1.3194
965,1011,1.0067
965,1888,0.77618
965,2670,1.1876
966,2525,1.527
967,1313,0.9642
968,1715,1.2192
968,2434,1.3854
971,1087,0.93988
972,1383,0.81152
972,2260,0.97775
974,1778,0.67015
974,2642,1.098
975,1225,0.83993
975,1537,1.1458
976,2335,1.1021
977,2499,1.4311
979,1143,0.77183
979,1283,0.69347
979,1608,0.64019
980,1850,0.77862
981,987,1.2044
983,1359,0.64824
983,1682,0.94032
984,1056,0.70254
984,2403,1.0017
986,968,1.0454
986,1431,0.79868
986,2232,1.0443
987,2616,1.5029
987,2699,1.3769
988,1505,1.0481
988,1744,0.94108
